Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,churn_probability,predicted_churn,estimated_annual_revenue,risk_segment
Female,Yes,No,Yes,11,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,37.98,417.78,0.0233195,0,455.76,Low Risk
Female,No,Yes,No,31,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,53.58,1660.98,0.06929237,0,642.96,Low Risk
Female,Yes,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),72.18,3320.28,0.0051444652,0,866.1600000000001,Low Risk
Female,No,No,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),69.0,2484.0,0.008791101,0,828.0,Low Risk
Male,No,Yes,No,11,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.13,837.43,0.058338717,0,913.56,Low Risk
Female,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.21,529.41,0.053538214,0,302.52,Low Risk
Male,No,No,Yes,30,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,62.58,1877.4,0.0049018385,0,750.96,Low Risk
Female,Yes,Yes,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,50.72,253.6,0.22761679,0,608.64,Low Risk
Male,No,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.53,2017.92,0.00703212,0,378.36,Low Risk
Male,Yes,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.12,320.32,0.012824855,0,349.44,Low Risk
Female,Yes,No,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.87,1834.02,0.16695367,0,478.43999999999994,Low Risk
Male,No,Yes,No,40,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),43.96,1758.4,0.07728925,0,527.52,Low Risk
Female,No,Yes,Yes,72,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),53.34,3840.48,0.0048675747,0,640.08,Low Risk
Male,No,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.96,159.8,0.2672769,0,383.52,Low Risk
Female,No,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),74.29,668.61,0.10851341,0,891.48,Low Risk
Female,Yes,No,No,8,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,71.91,575.28,0.42236847,1,862.92,Medium Risk
Male,No,Yes,No,7,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,83.49,584.43,0.2439771,0,1001.8799999999999,Low Risk
Male,Yes,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.67,256.7,0.086756825,0,308.04,Low Risk
Male,Yes,Yes,No,43,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),83.28,3581.04,0.12866133,0,999.36,Low Risk
Male,Yes,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),74.6,3058.6,0.014121764,0,895.1999999999999,Low Risk
Male,No,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.64,415.68,0.0843832,0,415.68,Low Risk
Male,No,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),90.7,90.7,0.044716403,0,1088.4,Low Risk
Female,Yes,Yes,No,54,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,3785.4,0.22075194,0,841.1999999999999,Low Risk
Male,Yes,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.88,1756.44,0.019295553,0,334.56,Low Risk
Male,Yes,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),74.11,1037.54,0.087062694,0,889.3199999999999,Low Risk
Female,No,No,Yes,0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,43.52,0.0,0.037909657,0,522.24,Low Risk
Female,Yes,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.95,1131.3,0.011355428,0,251.39999999999998,Low Risk
Male,Yes,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.7,1035.0,0.014297207,0,248.39999999999998,Low Risk
Male,Yes,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.5,465.5,0.007869936,0,294.0,Low Risk
Female,Yes,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.26,1187.88,0.012942646,0,375.12,Low Risk
Female,Yes,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.09,261.17,0.06788518,0,241.07999999999998,Low Risk
Male,Yes,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),45.51,2093.46,0.11052695,0,546.12,Low Risk
Female,Yes,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.33,81.33,0.7679695,1,975.96,High Risk
Male,Yes,No,Yes,27,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.96,1213.92,0.060177807,0,539.52,Low Risk
Female,No,No,No,24,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),74.7,1792.8,0.024678355,0,896.4000000000001,Low Risk
Female,No,No,No,13,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),114.47,1488.11,0.1825978,0,1373.6399999999999,Low Risk
Female,No,No,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,88.6,1240.4,0.0382299,0,1063.1999999999998,Low Risk
Female,Yes,No,Yes,59,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),63.05,3719.95,0.005318498,0,756.5999999999999,Low Risk
Female,No,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,78.56,1964.0,0.011824732,0,942.72,Low Risk
Male,No,Yes,Yes,59,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),58.49,3450.91,0.0102740405,0,701.88,Low Risk
Female,No,No,Yes,71,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,112.15,7962.65,0.006661222,0,1345.8000000000002,Low Risk
Male,Yes,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.31,394.03,0.11711948,0,363.71999999999997,Low Risk
Male,No,Yes,Yes,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.93,2307.69,0.038378615,0,839.1600000000001,Low Risk
Male,No,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.12,1488.84,0.05106165,0,313.44,Low Risk
Female,Yes,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.2,1191.4,0.20402594,0,386.40000000000003,Low Risk
Male,No,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,108.02,108.02,0.08979216,0,1296.24,Low Risk
Male,Yes,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.73,1309.77,0.0861079,0,320.76,Low Risk
Female,No,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),36.43,473.59,0.0361923,0,437.15999999999997,Low Risk
Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),74.89,4118.95,0.058237333,0,898.6800000000001,Low Risk
Male,No,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.33,623.26,0.057444446,0,339.96,Low Risk
Male,Yes,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.53,315.42,0.08348599,0,270.36,Low Risk
Male,No,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),106.69,1280.28,0.47185305,1,1280.28,Medium Risk
Female,Yes,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,71.04,568.32,0.2876002,0,852.48,Low Risk
Male,No,No,Yes,62,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.76,4573.12,0.023426747,0,885.1200000000001,Low Risk
Female,No,No,No,62,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,75.64,4689.68,0.03232003,0,907.6800000000001,Low Risk
Female,Yes,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.6,1927.8,0.03586136,0,367.20000000000005,Low Risk
Male,Yes,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.97,733.95,0.0072333217,0,251.64,Low Risk
Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.09,482.16,0.030158477,0,241.07999999999998,Low Risk
Male,Yes,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.49,1621.91,0.023117255,0,329.88,Low Risk
Female,Yes,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.61,5081.38,0.042769227,0,1051.32,Low Risk
Male,No,No,Yes,11,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),58.66,645.26,0.045167044,0,703.92,Low Risk
Female,No,Yes,No,38,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),55.82,2121.16,0.24421388,0,669.84,Low Risk
Male,No,No,Yes,48,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.38,2706.24,0.01893498,0,676.5600000000001,Low Risk
Male,Yes,No,Yes,17,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),55.15,937.55,0.13176392,0,661.8,Low Risk
Male,Yes,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.66,255.58,0.1163025,0,235.92000000000002,Low Risk
Male,Yes,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.18,4367.88,0.03403637,0,794.1600000000001,Low Risk
Male,Yes,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.23,2797.13,0.034392197,0,1082.76,Low Risk
Female,Yes,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.18,58.36,0.16512626,0,350.15999999999997,Low Risk
Female,No,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.68,1428.84,0.008037011,0,272.15999999999997,Low Risk
Female,No,Yes,Yes,36,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),80.41,2894.76,0.013786033,0,964.92,Low Risk
Female,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.93,1211.85,0.0036512117,0,323.15999999999997,Low Risk
Male,No,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.15,393.55,0.06463695,0,277.79999999999995,Low Risk
Female,No,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.24,547.84,0.107366025,0,410.88,Low Risk
Male,Yes,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.1,313.2,0.07018985,0,313.20000000000005,Low Risk
Male,No,No,Yes,7,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),51.06,357.42,0.017889408,0,612.72,Low Risk
Male,Yes,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.86,1417.32,0.099568196,0,274.32,Low Risk
Male,Yes,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.51,1157.26,0.07014373,0,534.12,Low Risk
Female,Yes,Yes,No,54,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,46.53,2512.62,0.07143824,0,558.36,Low Risk
Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.14,4461.3,0.25964168,0,1189.68,Low Risk
Female,No,No,Yes,42,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,52.29,2196.18,0.064069755,0,627.48,Low Risk
Female,Yes,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.83,283.79,0.011041502,0,261.96,Low Risk
Female,Yes,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.62,88.86,0.11682496,0,355.44,Low Risk
Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,115.9,6258.6,0.38116938,1,1390.8000000000002,Medium Risk
Male,Yes,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.71,50.71,0.030537792,0,608.52,Low Risk
Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.5,193.5,0.005241213,0,258.0,Low Risk
Female,No,No,No,31,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.92,2291.52,0.28022593,0,887.04,Low Risk
Male,Yes,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.99,123.96,0.091627836,0,371.88,Low Risk
Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,72.22,2744.36,0.296189,0,866.64,Low Risk
Female,Yes,No,Yes,69,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,78.29,5402.01,0.018157773,0,939.48,Low Risk
Female,No,No,No,72,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,74.98,5398.56,0.025049115,0,899.76,Low Risk
Female,No,No,Yes,35,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,112.38,3933.3,0.008914619,0,1348.56,Low Risk
Female,Yes,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.35,1455.75,0.061080627,0,388.20000000000005,Low Risk
Male,No,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.56,6359.36,0.01515695,0,1362.72,Low Risk
Male,Yes,Yes,No,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,52.49,2099.6,0.377,1,629.88,Medium Risk
Male,Yes,Yes,No,47,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),51.75,2432.25,0.124462515,0,621.0,Low Risk
Female,Yes,Yes,No,5,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,53.94,269.7,0.12508467,0,647.28,Low Risk
Female,Yes,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.46,2193.12,0.0021196222,0,365.52,Low Risk
Female,No,No,Yes,37,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,57.25,2118.25,0.017151155,0,687.0,Low Risk
Female,Yes,No,No,29,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,109.79,3183.91,0.18595153,0,1317.48,Low Risk
Male,No,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),107.14,6749.82,0.029329514,0,1285.68,Low Risk
Male,Yes,Yes,Yes,65,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,86.84,5644.6,0.009993963,0,1042.08,Low Risk
Male,No,No,No,57,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),99.68,5681.76,0.13491477,0,1196.16,Low Risk
Female,No,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.93,1031.16,0.71072996,1,1031.16,High Risk
Male,No,No,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.18,974.16,0.36884618,1,974.1600000000001,Medium Risk
Male,Yes,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),45.16,541.92,0.013861041,0,541.92,Low Risk
Male,No,No,Yes,15,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,118.42,1776.3,0.3142778,1,1421.04,Medium Risk
Female,Yes,No,No,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,47.3,2743.4,0.04561898,0,567.5999999999999,Low Risk
Male,No,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,73.36,4548.32,0.002762799,0,880.3199999999999,Low Risk
Male,No,No,No,30,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),109.84,3295.2,0.11424134,0,1318.08,Low Risk
Female,Yes,Yes,Yes,36,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),117.82,4241.52,0.009126953,0,1413.84,Low Risk
Female,Yes,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),103.75,5395.0,0.13818194,0,1245.0,Low Risk
Female,No,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.72,738.48,0.0069403076,0,260.64,Low Risk
Female,No,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.38,1929.84,0.02192203,0,340.56,Low Risk
Female,Yes,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.58,1510.6,0.015915664,0,258.96,Low Risk
Female,Yes,No,Yes,47,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,95.07,4468.29,0.016416293,0,1140.84,Low Risk
Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,623.1,0.0049256203,0,241.20000000000002,Low Risk
Female,Yes,Yes,Yes,64,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),74.24,4751.36,0.006531129,0,890.8799999999999,Low Risk
Female,No,Yes,Yes,33,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),94.17,3107.61,0.0063352375,0,1130.04,Low Risk
Male,No,No,No,69,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),63.16,4358.04,0.018705677,0,757.92,Low Risk
Male,Yes,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.25,578.5,0.045070212,0,267.0,Low Risk
Male,Yes,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.74,1234.48,0.11354206,0,284.88,Low Risk
Female,Yes,No,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.5,1881.5,0.0032142974,0,318.0,Low Risk
Female,No,Yes,Yes,54,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.49,4238.46,0.01838761,0,941.8799999999999,Low Risk
Female,Yes,No,Yes,70,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,96.12,6728.4,0.0058822953,0,1153.44,Low Risk
Male,No,Yes,No,66,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,70.49,4652.34,0.101596385,0,845.8799999999999,Low Risk
Female,Yes,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.8,619.2,0.13184151,0,309.6,Low Risk
Male,Yes,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,98.06,4314.64,0.027116304,0,1176.72,Low Risk
Male,Yes,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.74,434.28,0.054829784,0,236.88,Low Risk
Female,No,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.89,0.0,0.43332317,1,466.68,Medium Risk
Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.69,1580.16,0.02186626,0,296.28000000000003,Low Risk
Female,No,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.43,429.03,0.011285977,0,245.16,Low Risk
Female,Yes,No,No,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,78.95,1736.9,0.061813366,0,947.4000000000001,Low Risk
Female,No,Yes,Yes,39,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),67.08,2616.12,0.013942915,0,804.96,Low Risk
Female,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.28,4076.24,0.37295744,1,843.36,Medium Risk
Female,Yes,Yes,No,7,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,80.29,562.03,0.22313958,0,963.48,Low Risk
Female,No,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),43.65,1047.6,0.012568949,0,523.8,Low Risk
Female,No,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.56,3809.04,0.105524965,0,774.72,Low Risk
Male,No,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.92,896.52,0.05322068,0,347.04,Low Risk
Male,No,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,82.97,2903.95,0.012794656,0,995.64,Low Risk
Female,No,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.68,1958.88,0.059465237,0,356.15999999999997,Low Risk
Male,Yes,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.46,1240.56,0.020814285,0,413.52,Low Risk
Male,No,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.19,963.27,0.109713644,0,350.28000000000003,Low Risk
Female,No,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.78,79.12,0.116081186,0,237.36,Low Risk
Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),99.68,1196.16,0.111229375,0,1196.16,Low Risk
Female,Yes,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.82,1067.26,0.18855761,0,297.84000000000003,Low Risk
Female,No,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.46,256.38,0.5026352,1,1025.52,Medium Risk
Female,Yes,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.51,1341.18,0.11842971,0,894.1200000000001,Low Risk
Male,No,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.68,356.16,0.039330978,0,356.15999999999997,Low Risk
Female,No,Yes,Yes,49,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,52.34,2564.66,0.008444257,0,628.08,Low Risk
Male,Yes,No,No,43,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),50.1,2154.3,0.09458636,0,601.2,Low Risk
Male,No,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.96,1246.44,0.14256725,0,383.52,Low Risk
