Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges
Female,Yes,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.64,1281.68
Male,No,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.11,1247.06
Female,No,No,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),99.01,1980.2
Male,Yes,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,36.14,2312.96
Male,No,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.66,740.52
Male,Yes,Yes,No,58,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.11,3370.38
Female,No,No,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.13,1437.89
Female,Yes,No,No,5,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,107.9,539.5
Female,No,No,Yes,31,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),72.63,2251.53
Female,No,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.61,1339.92
Male,Yes,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.69,765.53
Female,No,Yes,Yes,18,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),99.21,1785.78
Female,Yes,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.36,1559.04
Male,No,No,Yes,8,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),67.5,540.0
Male,Yes,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.68,78.72
Male,Yes,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.11,654.41
Female,Yes,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),46.38,3246.6
Male,Yes,No,Yes,25,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),64.91,1622.75
Male,No,Yes,No,0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,117.57,0.0
Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,73.02,1022.28
Female,No,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,98.55,1281.15
Male,No,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.68,693.6
Male,No,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,108.13,5082.11
Female,No,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,74.55,2609.25
Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.15,810.65
Female,No,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.59,2812.32
Female,Yes,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),78.54,1963.5
Female,Yes,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),75.96,4481.64
Female,Yes,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,63.27,126.54
Male,No,Yes,Yes,55,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,92.7,5098.5
Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,102.68,205.36
Male,Yes,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.23,649.29
Male,No,No,Yes,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),41.87,1088.62
Male,No,Yes,No,6,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,118.46,710.76
Male,Yes,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.24,3289.6
Female,No,Yes,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,35.79,1646.34
Male,Yes,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.99,415.84
Female,No,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.41,1823.73
Male,Yes,Yes,No,26,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,71.42,1856.92
Female,Yes,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,93.22,1864.4
Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.18,869.76
Female,Yes,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.31,3010.15
Female,No,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.47,1105.38
Male,Yes,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),44.39,799.02
Male,No,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.06,465.9
Female,No,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.47,269.64
Male,Yes,Yes,No,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,54.88,768.32
Male,Yes,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.17,1619.39
Male,Yes,Yes,Yes,19,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,79.69,1514.11
Female,Yes,Yes,No,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,76.12,5404.52
Female,No,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,77.12,3393.28
Male,No,Yes,No,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),117.47,3406.63
Male,No,No,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),56.08,3476.96
Female,No,No,No,32,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,64.55,2065.6
Female,No,No,Yes,13,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,67.35,875.55
Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.08,2453.76
Male,No,No,No,44,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.43,3230.92
Female,No,Yes,No,11,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),85.65,942.15
Male,No,No,No,43,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,99.09,4260.87
Female,Yes,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,75.18,826.98
Female,Yes,No,Yes,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.39,2089.09
Female,Yes,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.37,1532.72
Male,No,No,No,46,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,117.9,5423.4
Male,Yes,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.94,389.22
Female,Yes,No,No,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),78.38,4937.94
Male,No,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.99,1921.38
Female,No,No,No,29,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,65.69,1905.01
Male,Yes,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.03,60.09
Female,No,No,No,17,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.98,1019.66
Male,Yes,No,Yes,43,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,43.43,1867.49
Female,No,No,Yes,72,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.85,2869.2
Male,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.1,1853.6
Male,No,Yes,Yes,12,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,68.44,821.28
Female,Yes,Yes,No,24,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,80.59,1934.16
Female,No,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.25,631.25
Female,Yes,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.61,1009.01
Male,Yes,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.82,1298.58
Female,Yes,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.89,1643.95
Male,Yes,No,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,35.24,916.24
Female,Yes,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.18,110.9
Female,Yes,No,No,1,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),101.33,101.33
Male,Yes,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,61.81,865.34
Male,No,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,46.43,3296.53
Male,Yes,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.08,1740.48
Female,Yes,Yes,Yes,43,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,42.65,1833.95
Male,Yes,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,40.57,121.71
Male,No,No,Yes,18,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.11,1315.98
Female,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.25,1268.25
Male,No,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.43,547.74
Female,Yes,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),91.06,1639.08
Female,No,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.78,1065.54
Male,Yes,Yes,No,59,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),97.14,5731.26
Male,Yes,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.34,1773.8
Female,Yes,No,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,100.52,5126.52
Male,Yes,Yes,Yes,6,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),77.03,462.18
Female,No,Yes,No,38,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,69.99,2659.62
Male,No,Yes,Yes,17,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,99.24,1687.08
Female,No,No,Yes,47,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),49.62,2332.14
Male,No,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.37,1067.84
Male,Yes,Yes,No,33,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.56,3219.48
Female,No,Yes,No,48,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.36,3377.28
Male,No,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.44,194.4
Male,Yes,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,71.83,646.47
Female,No,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.75,236.25
Male,No,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),84.4,506.4
Male,Yes,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),72.81,1820.25
Female,No,No,Yes,54,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,73.08,3946.32
Female,Yes,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.11,342.21
Female,No,No,No,47,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),104.54,4913.38
Female,No,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.76,1753.32
Female,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.39,1535.94
Male,Yes,No,No,19,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,111.49,2118.31
Male,No,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.02,1046.1
Female,No,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,66.52,4390.32
Male,No,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.5,552.0
Female,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.57,1376.37
Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.18,2934.22
Female,Yes,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.43,490.32
Male,Yes,No,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),106.67,6506.87
Male,No,No,Yes,38,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),53.43,2030.34
Male,No,No,Yes,35,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),117.81,4123.35
Female,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.51,1128.48
Female,No,Yes,Yes,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),39.59,633.44
Male,No,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.06,1200.78
Male,Yes,No,Yes,14,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,37.12,519.68
Male,No,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.44,4022.0
Female,Yes,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.12,906.0
Female,No,Yes,Yes,32,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,36.44,1166.08
Male,Yes,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.51,396.63
Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),45.32,3263.04
Female,No,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.58,1987.38
Male,Yes,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,102.29,3580.15
Female,No,Yes,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.73,174.92
Female,No,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),36.86,2653.92
Male,Yes,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.15,915.25
Male,Yes,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.19,170.95
Female,No,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.79,1205.82
Female,No,No,Yes,51,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,118.07,6021.57
Female,No,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,74.09,5112.21
Male,Yes,No,Yes,29,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,98.85,2866.65
Male,No,Yes,Yes,0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,0.0
Male,Yes,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),35.53,923.78
Female,No,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.45,1536.3
Female,No,No,Yes,32,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),71.93,2301.76
Female,Yes,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,97.63,1171.56
Female,Yes,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,64.28,192.84
Female,No,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),82.45,3050.65
Male,No,Yes,Yes,43,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.02,3096.86
Female,No,No,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.24,1825.08
Female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.08,192.64
Male,Yes,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.94,803.62
Male,Yes,No,Yes,71,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.0,2698.0
Male,No,Yes,No,31,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,43.62,1352.22
Male,Yes,Yes,No,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),72.62,4720.3
Male,Yes,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.64,5223.48
Male,Yes,Yes,No,35,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),95.57,3344.95
Female,Yes,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.56,1534.08
Female,No,Yes,Yes,44,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,73.42,3230.48
Female,No,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.29,1999.14
Female,Yes,No,No,31,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,82.63,2561.53
Male,Yes,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.65,1603.7
Female,No,Yes,No,55,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,72.05,3962.75
Female,Yes,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),46.52,1209.52
Male,Yes,Yes,No,28,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,39.78,1113.84
Female,Yes,Yes,Yes,35,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),40.02,1400.7
Female,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,60.38,120.76
Female,Yes,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.75,1485.75
Male,Yes,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.87,47.74
Female,No,No,Yes,55,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,78.43,4313.65
Female,No,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.82,328.02
Female,No,Yes,No,18,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.59,1468.62
Female,No,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.11,903.3
Male,Yes,No,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.69,1203.18
Male,Yes,Yes,No,35,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,38.35,1342.25
Female,No,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.93,1815.1
Female,No,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.98,799.68
Male,Yes,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.44,565.92
Female,Yes,Yes,Yes,29,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,93.16,2701.64
Male,Yes,No,No,6,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),72.03,432.18
Female,Yes,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.09,30.09
Male,No,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.82,1316.82
Female,Yes,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.61,1153.82
Female,No,No,No,18,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.15,902.7
Male,No,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,74.35,5204.5
Female,Yes,Yes,No,43,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),81.31,3496.33
Female,No,No,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),115.26,5878.26
Female,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.18,261.8
Male,No,No,No,19,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,94.33,1792.27
Female,No,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.81,2319.11
Female,Yes,Yes,Yes,0,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,37.02,0.0
Male,Yes,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.25,1758.0
Male,No,Yes,No,4,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,102.67,410.68
Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),41.31,2437.29
Female,No,Yes,No,55,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,54.54,2999.7
